NUMBER, LAP_NUMBER,LAP_TIME, S1, S2, S3, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,TEAM,POWER,LOCATION,EVENT
71,17,94,23.898,27.282,19.569,118.1,1697,2597,23.9,27.3,19.6,NN,ROK ,235,Location 6,Free Practice 3
71,18,103,28.725,31.867,23.516,99.3,1781.1,2681.1,28.7,31.9,23.5,NN,ROK ,235,Location 6,Free Practice 3
71,19,72,23.926,27.441,19.487,117.9,1852,2752,23.9,27.4,19.5,NN,ROK ,235,Location 6,Free Practice 3
71,20,72,24.995,28.229,498.6,15.1,2403.9,3303.9,25,28.2,498.6,NN,ROK ,235,Location 6,Free Practice 3
71,21,72,34.88,30.881,22,95.2,2491.6,3391.6,34.9,30.9,22,NN,ROK ,235,Location 6,Free Practice 3
71,22,98,25.672,28.874,20.561,111.2,2566.7,3466.7,25.7,28.9,20.6,NN,ROK ,235,Location 6,Free Practice 3
71,23,72,23.297,26.551,18.782,121.7,2635.4,3535.4,23.3,26.6,18.8,NN,ROK ,235,Location 6,Free Practice 3
8,1,81,99.8,33.184,22.527,53.7,155.5,1055.5,99.8,33.2,22.5,OTUR,NIO ,235,Location 6,Free Practice 3
8,2,104,27.576,30.546,21.542,104.8,235.2,1135.2,27.6,30.5,21.5,OTUR,NIO ,235,Location 6,Free Practice 3
8,3,83,24.381,27.925,20.062,115.4,307.5,1207.5,24.4,27.9,20.1,OTUR,NIO ,250,Location 6,Free Practice 3
8,4,83,24.125,31.53,21.876,107.7,385.1,1285.1,24.1,31.5,21.9,OTUR,NIO ,250,Location 6,Free Practice 3
8,5,93,24.081,27.561,20.095,116.4,456.8,1356.8,24.1,27.6,20.1,OTUR,NIO ,235,Location 6,Free Practice 3
8,6,73,27.885,34.45,611.6,12.4,1130.7,2030.7,27.9,34.5,611.6,OTUR,NIO ,235,Location 6,Free Practice 3
8,7,111,41.166,33.591,24.674,84,1230.1,2130.1,41.2,33.6,24.7,OTUR,NIO ,235,Location 6,Free Practice 3
8,8,106,29.662,31.696,22.5,99.6,1314,2214,29.7,31.7,22.5,OTUR,NIO ,235,Location 6,Free Practice 3
8,9,190,23.904,27.291,19.576,118,1384.7,2284.7,23.9,27.3,19.6,OTUR,NIO ,235,Location 6,Free Practice 3
8,10,90,23.808,27.585,19.569,117.7,1455.7,2355.7,23.8,27.6,19.6,OTUR,NIO ,235,Location 6,Free Practice 3
8,11,120,29.696,35.31,497.6,14.8,2018.3,2918.3,29.7,35.3,497.6,OTUR,NIO ,235,Location 6,Free Practice 3
8,12,72,34.618,32.202,20.352,95.8,2105.5,3005.5,34.6,32.2,20.4,OTUR,NIO ,235,Location 6,Free Practice 3
8,13,73,23.635,26.849,19.215,119.8,2175.2,3075.2,23.6,26.8,19.2,OTUR,NIO ,235,Location 6,Free Practice 3
8,14,93,28.212,32.356,255.1,26.5,2490.9,3390.9,28.2,32.4,255.1,OTUR,NIO ,235,Location 6,Free Practice 3
8,15,135,40.027,31.923,22.227,88.7,2585.1,3485.1,40,31.9,22.2,OTUR,NIO ,235,Location 6,Free Practice 3
8,16,84,23.335,26.739,19.067,120.8,2654.2,3554.2,23.3,26.7,19.1,OTUR,NIO ,235,Location 6,Free Practice 3
8,17,84,28.665,33.54,21.785,99.4,2738.2,38.2,28.7,33.5,21.8,OTUR,NIO ,235,Location 6,Free Practice 3
88,1,74,101.8,33.449,23.011,52.8,158.3,1058.3,101.8,33.4,23,TB,NIOO,250,Location 6,Free Practice 3
88,2,94,27.21,30.391,21.243,105.9,237.1,1137.1,27.2,30.4,21.2,TB,NIOO,235,Location 6,Free Practice 3
88,3,119,25.218,28.982,20.724,111.5,312,1212,25.2,29,20.7,TB,NIOO,250,Location 6,Free Practice 3
88,4,72,24.793,28.556,20.248,113.5,385.6,1285.6,24.8,28.6,20.2,TB,NIOO,250,Location 6,Free Practice 3
88,5,95,24.653,28.165,20.144,114.5,458.6,1358.6,24.7,28.2,20.1,TB,NIOO,235,Location 6,Free Practice 3
88,6,74,24.568,28.141,19.896,115,531.2,1431.2,24.6,28.1,19.9,TB,NIOO,235,Location 6,Free Practice 3
88,7,94,24.514,28.167,19.952,115,603.8,1503.8,24.5,28.2,20,TB,NIOO,235,Location 6,Free Practice 3
88,8,165,24.552,28.115,19.865,115.1,676.4,1576.4,24.6,28.1,19.9,TB,NIOO,235,Location 6,Free Practice 3
88,9,97,24.407,28.144,20.069,115,749,1649,24.4,28.1,20.1,TB,NIOO,235,Location 6,Free Practice 3
88,10,73,28.006,30.466,212.3,30.8,1019.7,1919.7,28,30.5,212.3,TB,NIOO,235,Location 6,Free Practice 3
88,11,88,34.885,34.146,23.448,90.3,1112.2,2012.2,34.9,34.1,23.4,TB,NIOO,235,Location 6,Free Practice 3
88,12,0,24.318,27.723,23.774,110.2,1188,2088,24.3,27.7,23.8,TB,NIOO,235,Location 6,Free Practice 3
88,13,98,24.121,27.459,19.822,117,1259.4,2159.4,24.1,27.5,19.8,TB,NIOO,235,Location 6,Free Practice 3
88,14,162,28.787,33.31,22.479,98.8,1344,2244,28.8,33.3,22.5,TB,NIOO,235,Location 6,Free Practice 3
88,15,73,23.812,27.415,20.382,116.6,1415.6,2315.6,23.8,27.4,20.4,TB,NIOO,235,Location 6,Free Practice 3
88,16,98,24.794,30.015,349.4,20.7,1819.8,2719.8,24.8,30,349.4,TB,NIOO,235,Location 6,Free Practice 3
88,17,76,33.31,32.883,22.437,94.2,1908.4,2808.4,33.3,32.9,22.4,TB,NIOO,235,Location 6,Free Practice 3
88,18,103,23.484,27.031,19.373,119.5,1978.3,2878.3,23.5,27,19.4,TB,NIOO,235,Location 6,Free Practice 3
88,19,94,27.911,35.614,22.468,97.1,2064.3,2964.3,27.9,35.6,22.5,TB,NIOO,235,Location 6,Free Practice 3
88,20,75,24.003,27.691,19.798,116.8,2135.8,3035.8,24,27.7,19.8,TB,NIOO,235,Location 6,Free Practice 3
88,21,83,26.388,31.038,194,33.2,2387.2,3287.2,26.4,31,194,TB,NIOO,235,Location 6,Free Practice 3
88,22,0,34.557,32.05,20.993,95.3,2474.8,3374.8,34.6,32.1,21,TB,NIOO,235,Location 6,Free Practice 3
88,23,93,25.444,29.091,20.15,111.8,2549.5,3449.5,25.4,29.1,20.1,TB,NIOO,235,Location 6,Free Practice 3
88,24,155,23.381,26.747,19.115,120.6,2618.8,3518.8,23.4,26.7,19.1,TB,NIOO,235,Location 6,Free Practice 3
88,25,95,25.74,30.048,20.821,109,2695.4,3595.4,25.7,30,20.8,TB,NIOO,235,Location 6,Free Practice 3
88,26,74,24.562,28.268,20.115,114.5,2768.3,68.3,24.6,28.3,20.1,TB,NIOO,235,Location 6,Free Practice 3
94,1,96,70.9,33.708,22.115,65.9,126.7,1026.7,70.9,33.7,22.1,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,2,90,26.366,30.724,25.192,101.5,209,1109,26.4,30.7,25.2,AL,MAHINDRAd,250,Location 6,Free Practice 3
94,3,107,25.031,28.493,19.996,113.6,282.5,1182.6,25,28.5,20,AL,MAHINDRAd,250,Location 6,Free Practice 3
94,4,94,28.682,35.626,21.105,97.8,368,1268,28.7,35.6,21.1,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,5,105,24.356,34.349,23.575,101.5,450.2,1350.2,24.4,34.3,23.6,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,6,100,24.105,27.55,19.66,117.1,521.6,1421.6,24.1,27.5,19.7,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,7,78,26.101,37.365,21.507,98.3,606.5,1506.5,26.1,37.4,21.5,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,8,106,24.676,28.114,19.847,115,679.2,1579.2,24.7,28.1,19.8,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,9,85,24.516,28.092,19.792,115.4,751.6,1651.6,24.5,28.1,19.8,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,10,99,24.873,28.139,19.729,114.8,824.3,1724.3,24.9,28.1,19.7,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,11,92,24.843,28.208,19.894,114.5,897.3,1797.3,24.8,28.2,19.9,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,12,92,32.379,37.004,22.367,91,989,1889,32.4,37,22.4,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,13,74,27.107,31.243,20.856,105.4,1068.2,1968.2,27.1,31.2,20.9,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,14,105,23.831,36.326,264.3,25.7,1392.7,2292.7,23.8,36.3,264.3,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,15,97,35.643,33.039,105.5,47.9,1566.9,2466.9,35.6,33,105.5,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,16,115,34.33,31.812,20.584,96.3,1653.7,2553.7,34.3,31.8,20.6,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,17,69,23.338,26.824,19.149,120.5,1723,2623,23.3,26.8,19.1,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,18,178,27.246,29.21,731.7,10.6,2511.1,3411.1,27.2,29.2,731.7,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,19,126,40.166,30.762,21.783,90.1,2603.8,3503.8,40.2,30.8,21.8,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,20,87,25.972,30.095,21.744,107.3,2681.6,3581.6,26,30.1,21.7,AL,MAHINDRAd,235,Location 6,Free Practice 3
94,21,102,23.249,26.532,18.89,121.6,2750.3,50.3,23.2,26.5,18.9,AL,MAHINDRAd,235,Location 6,Free Practice 3
99,1,86,95.6,32.288,26.049,54.2,154,1054,95.6,32.3,26,PWEHRL,TAG ,250,Location 6,Free Practice 3
99,2,90,26.284,29.608,21.543,107.9,231.4,1131.4,26.3,29.6,21.5,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,3,95,25.248,28.692,20.447,112.3,305.8,1205.8,25.2,28.7,20.4,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,4,95,24.676,28.51,19.916,114.3,378.9,1278.9,24.7,28.5,19.9,PWEHRL,TAG ,250,Location 6,Free Practice 3
99,5,91,24.71,28.53,234.4,29,666.5,1566.5,24.7,28.5,234.4,PWEHRL,TAG ,250,Location 6,Free Practice 3
99,6,103,42.668,30.292,20.38,89.5,759.8,1659.8,42.7,30.3,20.4,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,7,124,24.627,28.228,20.958,113.2,833.6,1733.6,24.6,28.2,21,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,8,88,24.087,27.28,19.324,118.1,904.3,1804.3,24.1,27.3,19.3,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,9,86,31.877,32.658,21.747,96.8,990.6,1890.6,31.9,32.7,21.7,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,10,100,23.886,27.22,19.354,118.5,1061.1,1961.1,23.9,27.2,19.4,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,11,93,28.519,29.858,468,15.9,1587.4,2487.4,28.5,29.9,468,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,12,84,35.916,29.992,20.01,97.2,1673.4,2573.4,35.9,30,20,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,13,110,23.377,26.731,18.947,120.9,1742.4,2642.4,23.4,26.7,18.9,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,14,187,25.631,29.348,19.825,111.7,1817.2,2717.2,25.6,29.3,19.8,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,15,122,24.501,27.793,19.653,116.1,1889.2,2789.2,24.5,27.8,19.7,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,16,102,24.499,27.811,19.744,115.9,1961.2,2861.2,24.5,27.8,19.7,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,17,86,24.751,27.916,19.811,115.2,2033.7,2933.7,24.8,27.9,19.8,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,18,71,24.416,29.491,91.5,57.4,2179.1,3079.1,24.4,29.5,91.5,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,19,70,33.153,28.851,20.062,101.8,2261.2,3161.2,33.2,28.9,20.1,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,20,116,24.855,28.708,19.248,114.7,2334,3234,24.9,28.7,19.2,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,21,71,23.206,26.612,18.825,121.7,2402.6,3302.6,23.2,26.6,18.8,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,22,93,27.759,28.152,152.9,40,2611.4,3511.4,27.8,28.2,152.9,PWEHRL,TAG ,235,Location 6,Free Practice 3
99,23,110,41.56,46.68,29.861,70.7,2729.5,29.5,41.6,46.7,29.9,PWEHRL,TAG ,250,Location 6,Free Practice 3
10,1,85,77.9,43.103,58.001,68,179,179,77.9,43.1,58,SB,JR,235,Location 2,Qualifying Group 1
10,2,100,29.634,40.046,50.059,101.6,298.7,298.7,29.6,40,50.1,SB,JR,250,Location 2,Qualifying Group 1
17,1,71,43.026,43.579,53.32,87,139.9,139.9,43,43.6,53.3,NVR,ME,250,Location 2,Qualifying Group 1
17,2,88,30.42,39.949,50.86,100.4,261.2,261.2,30.4,39.9,50.9,NVR,ME,235,Location 2,Qualifying Group 1
20,1,77,85.2,42.83,60.3,64.6,188.4,188.4,85.2,42.8,60.3,MEV,JE,235,Location 2,Qualifying Group 1
20,2,84,30.133,39.93,50.065,101.3,308.5,308.5,30.1,39.9,50.1,MEV,JE,250,Location 2,Qualifying Group 1
25,1,115,36.782,56.928,71.6,73.6,165.3,165.3,36.8,56.9,71.6,JVER,DS,250,Location 2,Qualifying Group 1
25,2,69,31.379,41.502,51.983,97.5,290.1,290.1,31.4,41.5,52,JVER,DS,235,Location 2,Qualifying Group 1
33,1,112,76,44.403,52.902,70.2,173.3,173.3,76,44.4,52.9,RR,AR,250,Location 2,Qualifying Group 1
33,2,101,30.288,40.14,51.633,99.7,295.4,295.4,30.3,40.1,51.6,RR,AR,250,Location 2,Qualifying Group 1
4,1,161,82.9,43.956,57.375,66,184.2,184.2,82.9,44,57.4,RFRI,EF,250,Location 2,Qualifying Group 1
4,2,83,29.785,38.924,53.329,99.7,306.3,306.3,29.8,38.9,53.3,RFRI,EF,250,Location 2,Qualifying Group 1
10,1,98,99.9,40.618,47.445,64.8,187.9,187.9,99.9,40.6,47.4,SB,JR,250,Location 2,Free Practice 3
10,2,87,28.511,36.615,45.33,110.2,298.4,298.4,28.5,36.6,45.3,SB,JR,250,Location 2,Free Practice 3
10,3,84,28.007,35.721,44.536,112.4,406.6,406.6,28,35.7,44.5,SB,JR,250,Location 2,Free Practice 3
10,4,104,27.391,35.304,44.055,114,513.4,513.4,27.4,35.3,44.1,SB,JR,250,Location 2,Free Practice 3
10,5,73,27.282,35.575,52.447,105.5,628.7,628.7,27.3,35.6,52.4,SB,JR,250,Location 2,Free Practice 3
10,6,152,33.167,46.225,52.099,92.5,760.2,760.2,33.2,46.2,52.1,SB,JR,235,Location 2,Free Practice 3
10,7,72,25.911,33.787,42.89,118.6,862.8,862.8,25.9,33.8,42.9,SB,JR,235,Location 2,Free Practice 3
10,8,85,34.554,49.835,48.185,91.8,995.3,995.3,34.6,49.8,48.2,SB,JR,235,Location 2,Free Practice 3
10,9,82,25.977,33.794,42.212,119.3,1097.3,1097.3,26,33.8,42.2,SB,JR,235,Location 2,Free Practice 3
10,10,70,27.623,34.589,48.106,110.3,1207.6,1207.6,27.6,34.6,48.1,SB,JR,235,Location 2,Free Practice 3
10,11,74,376.2,36.701,46.133,26.5,1666.7,1666.7,376.2,36.7,46.1,SB,JR,235,Location 2,Free Practice 3
10,12,87,25.362,33.144,58.509,104,1783.7,1783.7,25.4,33.1,58.5,SB,JR,235,Location 2,Free Practice 3
10,13,71,25.374,33.715,42.501,119.8,1885.3,1885.3,25.4,33.7,42.5,SB,JR,235,Location 2,Free Practice 3
10,14,70,27.67,34.898,49.408,108.7,1997.3,1997.3,27.7,34.9,49.4,SB,JR,235,Location 2,Free Practice 3
10,15,73,466.9,41.222,49.156,21.8,2554.6,2554.6,466.9,41.2,49.2,SB,JR,235,Location 2,Free Practice 3
10,16,92,31.452,40.209,49.935,100.1,2676.2,2676.2,31.5,40.2,49.9,SB,JR,235,Location 2,Free Practice 3
10,17,177,29.479,40.264,49.263,102.2,2795.2,2795.2,29.5,40.3,49.3,SB,JR,235,Location 2,Free Practice 3
11,1,73,57.945,42.369,51.59,80.1,151.9,151.9,57.9,42.4,51.6,LGRA,AD,235,Location 2,Free Practice 3
11,2,87,27.555,36.435,56.741,100.8,272.6,272.6,27.6,36.4,56.7,LGRA,AD,235,Location 2,Free Practice 3
11,3,98,26.362,34.478,47.27,112.6,380.7,380.7,26.4,34.5,47.3,LGRA,AD,235,Location 2,Free Practice 3
11,4,77,26.021,34.199,42.97,117.9,483.9,483.9,26,34.2,43,LGRA,AD,250,Location 2,Free Practice 3
11,5,89,27.175,35.009,44.411,114.2,590.5,590.5,27.2,35,44.4,LGRA,AD,250,Location 2,Free Practice 3
11,6,120,26.761,35.121,48.411,110.3,700.8,700.8,26.8,35.1,48.4,LGRA,AD,235,Location 2,Free Practice 3
11,7,126,166,35.376,53.578,47.7,955.8,955.8,166,35.4,53.6,LGRA,AD,235,Location 2,Free Practice 3
11,8,96,26.418,33.234,42.112,119.6,1057.5,1057.5,26.4,33.2,42.1,LGRA,AD,235,Location 2,Free Practice 3
11,9,139,25.595,36.045,49.318,109.7,1168.5,1168.5,25.6,36,49.3,LGRA,AD,235,Location 2,Free Practice 3
11,10,93,295.3,76.8,46.208,29.1,1586.9,1586.9,295.3,76.8,46.2,LGRA,AD,235,Location 2,Free Practice 3
11,11,119,27.153,35.13,44.44,114,1693.6,1693.6,27.2,35.1,44.4,LGRA,AD,235,Location 2,Free Practice 3
11,12,119,26.366,34.469,42.915,117.3,1797.4,1797.4,26.4,34.5,42.9,LGRA,AD,235,Location 2,Free Practice 3
11,13,109,25.835,34.066,43.226,118,1900.5,1900.5,25.8,34.1,43.2,LGRA,AD,235,Location 2,Free Practice 3
11,14,85,26.66,34.683,55.418,104.2,2017.2,2017.2,26.7,34.7,55.4,LGRA,AD,250,Location 2,Free Practice 3
11,15,116,338.9,39.543,47.653,28.6,2443.3,2443.3,338.9,39.5,47.7,LGRA,AD,235,Location 2,Free Practice 3
11,16,117,30.443,39.637,56.363,96.2,2569.8,2569.8,30.4,39.6,56.4,LGRA,AD,235,Location 2,Free Practice 3
11,17,90,29.727,40.524,51.111,100.3,2691.1,2691.1,29.7,40.5,51.1,LGRA,AD,235,Location 2,Free Practice 3
11,18,72,31.198,41.361,56.076,94.6,2819.8,2819.8,31.2,41.4,56.1,LGRA,AD,235,Location 2,Free Practice 3
13,1,110,50.252,41.352,48.707,86.7,140.3,140.3,50.3,41.4,48.7,ACO,DSo,235,Location 2,Free Practice 3
13,2,91,28.846,37.21,45.677,108.9,252,252,28.8,37.2,45.7,ACO,DSo,235,Location 2,Free Practice 3
13,3,96,27.305,35.611,44.644,113.1,359.6,359.6,27.3,35.6,44.6,ACO,DSo,250,Location 2,Free Practice 3
13,4,83,26.574,35.551,44.683,113.9,466.4,466.4,26.6,35.6,44.7,ACO,DSo,250,Location 2,Free Practice 3
13,5,119,27.592,35.52,44.123,113.5,573.6,573.6,27.6,35.5,44.1,ACO,DSo,250,Location 2,Free Practice 3
13,6,126,33.049,43.175,50.812,95.8,700.7,700.7,33,43.2,50.8,ACO,DSo,235,Location 2,Free Practice 3
13,7,97,26.308,34.025,43.12,117.6,804.1,804.1,26.3,34,43.1,ACO,DSo,235,Location 2,Free Practice 3
13,8,76,45.253,44.639,51.411,86.1,945.4,945.4,45.3,44.6,51.4,ACO,DSo,235,Location 2,Free Practice 3
13,9,85,26.457,33.732,42.735,118.2,1048.4,1048.4,26.5,33.7,42.7,ACO,DSo,235,Location 2,Free Practice 3
13,10,85,27.775,36.571,49.812,106.6,1162.5,1162.5,27.8,36.6,49.8,ACO,DSo,235,Location 2,Free Practice 3
13,11,94,230.5,42.02,47.968,38,1483,1483,230.5,42,48,ACO,DSo,235,Location 2,Free Practice 3
13,12,72,27.396,39.834,50.101,103.7,1600.3,1600.3,27.4,39.8,50.1,ACO,DSo,235,Location 2,Free Practice 3
13,13,104,25.84,33.624,42.419,119.4,1702.2,1702.2,25.8,33.6,42.4,ACO,DSo,235,Location 2,Free Practice 3
13,14,94,25.615,44.629,51.751,99.7,1824.2,1824.2,25.6,44.6,51.8,ACO,DSo,235,Location 2,Free Practice 3
13,15,105,26.14,37.573,51.381,105.7,1939.3,1939.3,26.1,37.6,51.4,ACO,DSo,235,Location 2,Free Practice 3
13,16,106,25.958,34.756,49.14,110.8,2049.2,2049.2,26,34.8,49.1,ACO,DSo,235,Location 2,Free Practice 3
13,17,92,182.5,44.692,50.906,43.8,2327.3,2327.3,182.5,44.7,50.9,ACO,DSo,235,Location 2,Free Practice 3
13,18,91,30.896,39.439,48.333,102.5,2445.9,2445.9,30.9,39.4,48.3,ACO,DSo,250,Location 2,Free Practice 3
13,19,117,26.513,36.794,47.647,109.7,2556.9,2556.9,26.5,36.8,47.6,ACO,DSo,235,Location 2,Free Practice 3
13,20,123,28.828,42.012,50.578,100.2,2678.3,2678.3,28.8,42,50.6,ACO,DSo,235,Location 2,Free Practice 3
13,21,118,29.479,39.292,49.533,102.9,2796.6,2796.6,29.5,39.3,49.5,ACO,DSo,235,Location 2,Free Practice 3
17,1,130,53.368,42.523,50.337,83.2,146.2,146.2,53.4,42.5,50.3,NVR,ME,235,Location 2,Free Practice 3
17,2,71,28.465,37.029,53.006,102.7,264.7,264.7,28.5,37,53,NVR,ME,250,Location 2,Free Practice 3
17,3,116,26.399,34.367,42.953,117.3,368.4,368.4,26.4,34.4,43,NVR,ME,250,Location 2,Free Practice 3
17,4,99,29.805,37.966,53.434,100.4,489.7,489.7,29.8,38,53.4,NVR,ME,250,Location 2,Free Practice 3
17,5,70,25.199,33.284,44.705,117.9,592.8,592.8,25.2,33.3,44.7,NVR,ME,235,Location 2,Free Practice 3
17,6,199,30.046,36.997,44.559,109,704.4,704.4,30,37,44.6,NVR,ME,235,Location 2,Free Practice 3
17,7,90,26.613,35.07,43.576,115.6,809.7,809.7,26.6,35.1,43.6,NVR,ME,235,Location 2,Free Practice 3
17,8,133,26.446,34.97,43.541,115.9,914.7,914.7,26.4,35,43.5,NVR,ME,235,Location 2,Free Practice 3
17,9,127,26.433,34.746,43.126,116.7,1019,1019,26.4,34.7,43.1,NVR,ME,235,Location 2,Free Practice 3
17,10,76,26.243,34.554,43.16,117,1122.9,1122.9,26.2,34.6,43.2,NVR,ME,250,Location 2,Free Practice 3
17,11,106,34.757,37.323,47.419,101.8,1242.4,1242.4,34.8,37.3,47.4,NVR,ME,235,Location 2,Free Practice 3
17,12,86,25.789,33.878,42.338,119.3,1344.4,1344.4,25.8,33.9,42.3,NVR,ME,235,Location 2,Free Practice 3
17,13,75,26.928,35.074,49.708,108.9,1456.1,1456.1,26.9,35.1,49.7,NVR,ME,235,Location 2,Free Practice 3
17,14,101,378.2,38.477,47.284,26.2,1920.1,1920.1,378.2,38.5,47.3,NVR,ME,235,Location 2,Free Practice 3
17,15,89,27.979,37.051,50.69,105.2,2035.8,2035.8,28,37.1,50.7,NVR,ME,235,Location 2,Free Practice 3
17,16,178,25.212,33.376,43.773,118.9,2138.2,2138.2,25.2,33.4,43.8,NVR,ME,235,Location 2,Free Practice 3
17,17,93,29.162,38.15,53.899,100.4,2259.4,2259.4,29.2,38.2,53.9,NVR,ME,235,Location 2,Free Practice 3
17,18,71,374.8,41.984,51.271,26,2727.4,2727.4,374.8,42,51.3,NVR,ME,235,Location 2,Free Practice 3
20,1,88,61,41.833,52.086,78.6,154.9,154.9,61,41.8,52.1,MEV,JE,235,Location 2,Free Practice 3
20,2,105,28.367,37.114,57.921,98.6,278.3,278.3,28.4,37.1,57.9,MEV,JE,250,Location 2,Free Practice 3
20,3,108,28.247,36.057,44.823,111.5,387.4,387.4,28.2,36.1,44.8,MEV,JE,250,Location 2,Free Practice 3
20,4,82,27.776,36.76,44.635,111.5,496.6,496.6,27.8,36.8,44.6,MEV,JE,250,Location 2,Free Practice 3
20,5,87,27.864,35.999,45.351,111.4,605.8,605.8,27.9,36,45.4,MEV,JE,235,Location 2,Free Practice 3
20,6,78,35.127,39.657,45.068,101.5,725.7,725.7,35.1,39.7,45.1,MEV,JE,235,Location 2,Free Practice 3
20,7,78,26.153,34.343,42.969,117.6,829.1,829.1,26.2,34.3,43,MEV,JE,235,Location 2,Free Practice 3
20,8,133,25.928,34.505,43.072,117.6,932.6,932.6,25.9,34.5,43.1,MEV,JE,235,Location 2,Free Practice 3
20,9,87,29.556,39.238,45.997,106,1047.4,1047.4,29.6,39.2,46,MEV,JE,235,Location 2,Free Practice 3
20,10,94,25.757,34.191,42.773,118.5,1150.1,1150.1,25.8,34.2,42.8,MEV,JE,235,Location 2,Free Practice 3
20,11,105,27.55,35.843,52.008,105.4,1265.5,1265.5,27.5,35.8,52,MEV,JE,235,Location 2,Free Practice 3
20,12,94,366.8,38.585,45.754,27,1716.7,1716.7,366.8,38.6,45.8,MEV,JE,235,Location 2,Free Practice 3
20,13,119,27.404,36.095,48.061,109.1,1828.3,1828.3,27.4,36.1,48.1,MEV,JE,235,Location 2,Free Practice 3
20,14,73,25.805,33.527,43.096,118.8,1930.7,1930.7,25.8,33.5,43.1,MEV,JE,235,Location 2,Free Practice 3
20,15,93,30.411,35.692,49.939,104.9,2046.7,2046.7,30.4,35.7,49.9,MEV,JE,235,Location 2,Free Practice 3
20,16,100,266.9,38.614,46.718,34.5,2399,2399,266.9,38.6,46.7,MEV,JE,235,Location 2,Free Practice 3
20,17,72,27.713,36.83,47.639,108.5,2511.1,2511.1,27.7,36.8,47.6,MEV,JE,235,Location 2,Free Practice 3
20,18,0,27.114,37.86,47.609,108.1,2623.7,2623.7,27.1,37.9,47.6,MEV,JE,235,Location 2,Free Practice 3
20,19,74,31.644,39.924,50.072,100,2745.4,2745.4,31.6,39.9,50.1,MEV,JE,250,Location 2,Free Practice 3
22,1,85,52.575,42.637,50.429,83.5,145.6,145.6,52.6,42.6,50.4,OROWL,N ,235,Location 2,Free Practice 3
22,2,84,28.141,37.216,48.959,106.4,260,260,28.1,37.2,49,OROWL,N ,235,Location 2,Free Practice 3
22,3,91,26.609,35.148,43.631,115.5,365.3,365.3,26.6,35.1,43.6,OROWL,N ,250,Location 2,Free Practice 3
22,4,92,27.063,36.153,48.95,108.5,477.5,477.5,27.1,36.2,49,OROWL,N ,250,Location 2,Free Practice 3
22,5,183,25.765,33.916,42.72,118.8,579.9,579.9,25.8,33.9,42.7,OROWL,N ,235,Location 2,Free Practice 3
22,6,122,28.766,42.34,56.125,95.6,707.1,707.1,28.8,42.3,56.1,OROWL,N ,235,Location 2,Free Practice 3
22,7,84,30.546,40.999,47.654,102.1,826.3,826.3,30.5,41,47.7,OROWL,N ,235,Location 2,Free Practice 3
22,8,86,25.728,33.983,42.546,119,928.6,928.6,25.7,34,42.5,OROWL,N ,235,Location 2,Free Practice 3
22,9,85,26.907,35.31,43.99,114.6,1034.8,1034.8,26.9,35.3,44,OROWL,N ,235,Location 2,Free Practice 3
22,10,109,26.818,34.866,48.103,110.8,1144.6,1144.6,26.8,34.9,48.1,OROWL,N ,235,Location 2,Free Practice 3
22,11,76,300.6,41.654,49.382,31.1,1536.2,1536.2,300.6,41.7,49.4,OROWL,N ,235,Location 2,Free Practice 3
22,12,71,27.57,35.587,46.024,111.4,1645.4,1645.4,27.6,35.6,46,OROWL,N ,235,Location 2,Free Practice 3
